room,startDate,endDate,guest,totalPrice,status,customer_email,specialRequests
Deluxe Suite,2025-01-30,2025-02-04,1,768.79,confirmed,user_8766@example.com,None
Executive King,2025-09-10,2025-09-12,2,724.81,canceled,user_1961@example.com,None
Executive King,2025-03-13,2025-03-20,1,830.28,confirmed,user_9219@example.com,None
Deluxe Suite,2025-10-19,2025-10-31,2,569.84,confirmed,user_3774@example.com,None
Deluxe Suite,2025-01-07,2025-01-17,1,414.46,canceled,user_7404@example.com,Early check-in
Executive King,2025-04-24,2025-04-27,1,808.67,confirmed,user_2673@example.com,Early check-in
Presidential Suite,2025-12-29,2026-01-11,1,1324.42,confirmed,user_497@example.com,None
Deluxe Suite,2025-04-18,2025-04-22,1,468.4,confirmed,user_4687@example.com,None
Executive King,2025-04-22,2025-05-04,2,836.3,canceled,user_9715@example.com,None
Executive King,2025-06-15,2025-06-28,2,802.0,canceled,user_3162@example.com,None
Executive King,2025-03-31,2025-04-02,1,1153.42,confirmed,user_30@example.com,None
Executive King,2025-05-08,2025-05-11,2,851.67,confirmed,user_448@example.com,None
Presidential Suite,2025-12-26,2026-01-05,3,1377.18,confirmed,user_5895@example.com,None
Deluxe Suite,2025-01-19,2025-01-30,2,372.36,confirmed,user_2640@example.com,Early check-in
Deluxe Suite,2025-10-01,2025-10-13,1,698.48,canceled,user_2446@example.com,None
Presidential Suite,2025-12-09,2025-12-19,1,1063.84,canceled,user_1489@example.com,None
Deluxe Suite,2025-12-03,2025-12-14,2,443.51,confirmed,user_202@example.com,Early check-in
Presidential Suite,2025-10-07,2025-10-11,1,1300.83,confirmed,user_5766@example.com,None
Deluxe Suite,2025-03-01,2025-03-06,1,724.13,confirmed,user_4349@example.com,None
Presidential Suite,2025-12-03,2025-12-13,3,1294.81,canceled,user_9998@example.com,None
Deluxe Suite,2025-09-18,2025-09-21,2,684.34,confirmed,user_7038@example.com,None
Presidential Suite,2025-12-21,2026-01-01,2,1556.24,canceled,user_5187@example.com,None
Executive King,2025-10-13,2025-10-19,1,594.7,confirmed,user_7590@example.com,None
Presidential Suite,2025-10-12,2025-10-18,3,1221.98,confirmed,user_3972@example.com,Early check-in
Executive King,2025-01-18,2025-01-27,2,1003.89,confirmed,user_6729@example.com,None
Executive King,2025-08-24,2025-09-02,2,604.39,confirmed,user_3499@example.com,None
Presidential Suite,2025-11-12,2025-11-14,4,1143.95,confirmed,user_9340@example.com,Early check-in
Presidential Suite,2025-12-23,2025-12-27,3,1231.16,canceled,user_1367@example.com,None
Presidential Suite,2025-11-30,2025-12-09,2,1272.84,canceled,user_4494@example.com,None
Deluxe Suite,2025-11-29,2025-12-06,1,346.61,confirmed,user_5372@example.com,None
Presidential Suite,2025-01-13,2025-01-22,3,1069.59,confirmed,user_1666@example.com,None
Presidential Suite,2025-03-12,2025-03-25,1,1314.2,canceled,user_9080@example.com,Late checkout
Presidential Suite,2025-12-02,2025-12-07,3,1384.9,confirmed,user_9502@example.com,None
Executive King,2025-01-06,2025-01-18,1,842.9,confirmed,user_544@example.com,Early check-in
Presidential Suite,2025-01-22,2025-02-02,3,1009.2,confirmed,user_9704@example.com,Late checkout
Executive King,2025-01-27,2025-02-07,1,1205.13,confirmed,user_7288@example.com,Early check-in
Deluxe Suite,2025-06-10,2025-06-18,2,588.57,canceled,user_4422@example.com,None
Executive King,2025-09-20,2025-09-27,2,794.56,canceled,user_8048@example.com,None
Presidential Suite,2025-12-13,2025-12-23,2,1157.04,canceled,user_8805@example.com,Late checkout
Presidential Suite,2025-02-01,2025-02-11,4,1185.21,confirmed,user_3868@example.com,None
Deluxe Suite,2025-03-26,2025-04-05,1,665.72,confirmed,user_8236@example.com,None
Deluxe Suite,2025-11-25,2025-12-04,2,467.65,confirmed,user_6800@example.com,Late checkout
Deluxe Suite,2025-07-27,2025-08-04,1,721.59,confirmed,user_2846@example.com,None
Executive King,2025-03-26,2025-04-02,1,855.13,confirmed,user_7169@example.com,None
Deluxe Suite,2025-11-20,2025-12-03,1,401.27,confirmed,user_340@example.com,Early check-in
Executive King,2025-10-20,2025-10-29,2,868.2,confirmed,user_8323@example.com,None
Presidential Suite,2025-10-27,2025-11-05,1,1304.22,confirmed,user_8484@example.com,None
Presidential Suite,2025-02-05,2025-02-16,4,1211.06,confirmed,user_9393@example.com,Early check-in
Deluxe Suite,2025-12-31,2026-01-01,1,353.18,confirmed,user_7671@example.com,None
Presidential Suite,2025-11-17,2025-11-21,3,1213.93,confirmed,user_4027@example.com,None
Presidential Suite,2025-03-14,2025-03-21,4,1230.92,canceled,user_6790@example.com,None
Deluxe Suite,2025-05-07,2025-05-19,2,801.98,confirmed,user_5044@example.com,Early check-in
Deluxe Suite,2025-03-13,2025-03-14,1,303.42,confirmed,user_2057@example.com,Early check-in
Deluxe Suite,2025-03-18,2025-03-29,1,598.46,confirmed,user_1617@example.com,None
Deluxe Suite,2025-08-21,2025-08-31,2,686.69,confirmed,user_4070@example.com,None
Executive King,2025-06-18,2025-06-26,1,706.83,confirmed,user_1898@example.com,None
Deluxe Suite,2025-09-20,2025-09-21,1,312.62,confirmed,user_5500@example.com,Early check-in
Deluxe Suite,2025-06-17,2025-06-23,2,515.01,confirmed,user_7283@example.com,None
Presidential Suite,2025-03-07,2025-03-18,4,1104.5,confirmed,user_9846@example.com,None
Presidential Suite,2025-03-28,2025-04-07,2,1160.09,confirmed,user_4274@example.com,None
Executive King,2025-03-26,2025-03-27,1,700.42,confirmed,user_8876@example.com,None
Presidential Suite,2025-11-15,2025-11-17,1,1007.53,confirmed,user_728@example.com,None
Presidential Suite,2025-05-03,2025-05-13,1,1030.52,confirmed,user_24@example.com,None
Executive King,2025-04-09,2025-04-13,2,843.8,confirmed,user_5979@example.com,None
Presidential Suite,2025-01-25,2025-01-27,4,1030.59,confirmed,user_4731@example.com,None
Deluxe Suite,2025-09-16,2025-09-26,2,415.18,canceled,user_5771@example.com,None
Executive King,2025-05-26,2025-05-27,2,1020.96,confirmed,user_8503@example.com,Early check-in
Executive King,2025-10-23,2025-10-25,1,561.05,confirmed,user_6817@example.com,None
Executive King,2025-04-01,2025-04-06,2,735.81,confirmed,user_3331@example.com,None
Presidential Suite,2025-08-27,2025-09-02,1,1400.31,confirmed,user_231@example.com,None
Deluxe Suite,2025-02-18,2025-03-01,1,483.45,confirmed,user_4378@example.com,Early check-in
Executive King,2025-03-04,2025-03-17,2,360.34,confirmed,user_7997@example.com,None
Deluxe Suite,2025-06-29,2025-07-09,1,895.97,confirmed,user_4413@example.com,None
Presidential Suite,2025-08-06,2025-08-14,3,999.63,confirmed,user_8011@example.com,None
Presidential Suite,2025-03-03,2025-03-06,2,1477.15,confirmed,user_643@example.com,None
Executive King,2025-02-04,2025-02-16,1,1040.74,confirmed,user_9135@example.com,None
Executive King,2025-04-08,2025-04-12,1,583.42,confirmed,user_5109@example.com,None
Deluxe Suite,2025-09-17,2025-09-30,2,826.24,confirmed,user_794@example.com,None
Executive King,2025-05-20,2025-05-29,2,762.86,canceled,user_5492@example.com,None
Executive King,2025-02-24,2025-03-04,1,891.75,confirmed,user_3621@example.com,None
Executive King,2025-11-24,2025-12-06,1,668.82,canceled,user_5316@example.com,None
Presidential Suite,2025-02-01,2025-02-14,1,1448.26,canceled,user_7818@example.com,None
Presidential Suite,2025-02-25,2025-03-10,4,1124.28,confirmed,user_4864@example.com,Early check-in
Deluxe Suite,2025-12-01,2025-12-05,2,593.31,confirmed,user_4439@example.com,None
Deluxe Suite,2025-01-12,2025-01-22,2,575.16,confirmed,user_4027@example.com,Early check-in
Deluxe Suite,2025-11-08,2025-11-14,2,973.44,confirmed,user_1898@example.com,None
Executive King,2025-10-14,2025-10-19,2,845.4,confirmed,user_3720@example.com,Late checkout
Presidential Suite,2025-04-27,2025-05-09,3,995.66,confirmed,user_4961@example.com,None
Executive King,2025-01-24,2025-02-06,2,673.9,confirmed,user_8438@example.com,None
Executive King,2025-06-29,2025-07-10,1,635.31,confirmed,user_6639@example.com,None
Presidential Suite,2025-12-30,2026-01-06,2,1239.11,confirmed,user_8418@example.com,Early check-in
Deluxe Suite,2025-06-06,2025-06-18,2,809.06,confirmed,user_760@example.com,None
Deluxe Suite,2025-09-11,2025-09-17,2,353.24,canceled,user_7493@example.com,None
Executive King,2025-12-24,2025-12-30,1,643.49,confirmed,user_6557@example.com,Early check-in
Deluxe Suite,2025-01-16,2025-01-23,1,493.53,canceled,user_1125@example.com,None
Executive King,2025-04-09,2025-04-20,2,708.44,confirmed,user_6640@example.com,None
Deluxe Suite,2025-01-12,2025-01-21,1,574.96,confirmed,user_822@example.com,None
Executive King,2025-12-08,2025-12-11,2,835.84,confirmed,user_9656@example.com,None
Presidential Suite,2025-05-22,2025-05-26,3,1208.94,confirmed,user_789@example.com,None
Executive King,2025-05-04,2025-05-17,2,536.39,confirmed,user_5957@example.com,None
Executive King,2025-03-25,2025-03-30,1,846.66,canceled,user_2250@example.com,None
Executive King,2025-04-13,2025-04-25,2,760.23,confirmed,user_3925@example.com,None
Presidential Suite,2025-06-05,2025-06-12,1,705.09,confirmed,user_9800@example.com,None
Deluxe Suite,2025-02-22,2025-03-06,1,391.86,confirmed,user_3167@example.com,None
Deluxe Suite,2025-11-28,2025-11-29,2,427.8,confirmed,user_4413@example.com,None
Deluxe Suite,2025-07-13,2025-07-23,1,553.95,canceled,user_3222@example.com,None
Executive King,2025-01-26,2025-02-03,1,887.71,confirmed,user_8102@example.com,Late checkout
Presidential Suite,2025-12-09,2025-12-19,4,1239.85,confirmed,user_5334@example.com,None
Presidential Suite,2025-02-18,2025-02-28,1,1162.09,confirmed,user_14@example.com,None
Presidential Suite,2025-09-01,2025-09-07,1,1313.38,confirmed,user_9210@example.com,None
Deluxe Suite,2025-10-08,2025-10-20,2,641.99,confirmed,user_2513@example.com,None
Presidential Suite,2025-11-21,2025-11-24,1,1141.95,confirmed,user_8079@example.com,None
Deluxe Suite,2025-06-20,2025-06-21,2,733.56,confirmed,user_6260@example.com,Early check-in
Deluxe Suite,2025-08-17,2025-08-26,2,554.01,confirmed,user_8121@example.com,None
Presidential Suite,2025-09-19,2025-09-25,3,1288.03,confirmed,user_8989@example.com,None
Deluxe Suite,2025-09-09,2025-09-14,1,675.73,confirmed,user_605@example.com,Late checkout
Deluxe Suite,2025-11-19,2025-11-25,1,627.83,confirmed,user_5491@example.com,Early check-in
Presidential Suite,2025-01-08,2025-01-11,1,1035.61,confirmed,user_6775@example.com,Early check-in
Presidential Suite,2025-12-19,2026-01-01,2,1145.83,confirmed,user_9379@example.com,Early check-in
Deluxe Suite,2025-08-26,2025-08-28,1,790.06,canceled,user_4345@example.com,None
Presidential Suite,2025-04-01,2025-04-08,3,1095.31,confirmed,user_5968@example.com,None
Deluxe Suite,2025-09-25,2025-10-03,2,632.45,confirmed,user_6476@example.com,Late checkout
Presidential Suite,2025-06-27,2025-07-05,2,1217.48,confirmed,user_1290@example.com,None
Executive King,2025-02-16,2025-02-23,1,627.65,confirmed,user_3343@example.com,None
Presidential Suite,2025-11-27,2025-11-29,2,1265.28,confirmed,user_2017@example.com,Early check-in
Deluxe Suite,2025-08-31,2025-09-02,2,768.85,confirmed,user_524@example.com,None
Presidential Suite,2025-05-13,2025-05-15,4,1236.47,confirmed,user_1067@example.com,Early check-in
Deluxe Suite,2025-11-05,2025-11-10,2,556.86,confirmed,user_5318@example.com,None
Presidential Suite,2025-11-02,2025-11-12,4,1168.99,confirmed,user_8203@example.com,Early check-in
Executive King,2025-10-02,2025-10-10,1,765.36,confirmed,user_7884@example.com,None
Deluxe Suite,2025-07-15,2025-07-26,2,536.65,confirmed,user_1024@example.com,None
Presidential Suite,2025-12-15,2025-12-17,3,1336.14,confirmed,user_7152@example.com,None
Presidential Suite,2025-10-27,2025-11-02,2,1076.37,confirmed,user_5456@example.com,None
Executive King,2025-10-03,2025-10-05,2,633.72,canceled,user_8175@example.com,None
Deluxe Suite,2025-03-07,2025-03-11,2,505.67,confirmed,user_82@example.com,Early check-in
Deluxe Suite,2025-09-30,2025-10-10,1,645.88,confirmed,user_3244@example.com,None
Deluxe Suite,2025-08-18,2025-08-31,1,982.36,confirmed,user_7326@example.com,None
Deluxe Suite,2025-01-26,2025-01-29,2,389.02,confirmed,user_5094@example.com,None
Deluxe Suite,2025-08-31,2025-09-01,1,449.78,canceled,user_1817@example.com,None
Deluxe Suite,2025-01-26,2025-02-04,2,423.05,confirmed,user_2184@example.com,Early check-in
Presidential Suite,2025-05-04,2025-05-12,2,1009.39,confirmed,user_4236@example.com,Early check-in
Presidential Suite,2025-12-03,2025-12-10,3,1186.76,canceled,user_6030@example.com,None
Executive King,2025-02-14,2025-02-18,2,769.44,confirmed,user_671@example.com,None
Deluxe Suite,2025-05-25,2025-06-01,1,798.16,confirmed,user_2400@example.com,None
Presidential Suite,2025-07-02,2025-07-05,4,1301.01,confirmed,user_5182@example.com,Early check-in
Presidential Suite,2025-02-03,2025-02-09,3,1220.57,confirmed,user_8653@example.com,Early check-in
Presidential Suite,2025-12-14,2025-12-20,3,1250.08,confirmed,user_3240@example.com,None
Presidential Suite,2025-02-07,2025-02-15,2,1097.95,confirmed,user_4993@example.com,Early check-in
Executive King,2025-05-22,2025-05-28,1,772.65,confirmed,user_6208@example.com,Early check-in
Executive King,2025-11-02,2025-11-03,2,875.56,confirmed,user_5578@example.com,Late checkout
Deluxe Suite,2025-03-17,2025-03-21,1,553.73,confirmed,user_3667@example.com,None
Executive King,2025-07-20,2025-07-23,1,702.01,canceled,user_6671@example.com,None
Executive King,2025-12-04,2025-12-12,1,888.8,canceled,user_5871@example.com,None
Deluxe Suite,2025-07-08,2025-07-20,1,719.99,confirmed,user_8693@example.com,None
Deluxe Suite,2025-12-12,2025-12-24,1,650.65,confirmed,user_2147@example.com,Early check-in
Presidential Suite,2025-12-19,2025-12-25,1,1106.89,canceled,user_7521@example.com,None
Deluxe Suite,2025-02-16,2025-02-26,1,763.41,confirmed,user_6667@example.com,Early check-in
Executive King,2025-02-04,2025-02-11,2,887.17,confirmed,user_6023@example.com,Late checkout
Presidential Suite,2025-10-09,2025-10-11,3,1218.95,confirmed,user_3027@example.com,None
Executive King,2025-10-08,2025-10-12,1,852.45,confirmed,user_2589@example.com,None
Deluxe Suite,2025-10-18,2025-10-26,2,513.53,confirmed,user_4871@example.com,None
Deluxe Suite,2025-06-29,2025-07-09,1,563.68,confirmed,user_574@example.com,None
Presidential Suite,2025-03-13,2025-03-20,1,1331.85,confirmed,user_8722@example.com,None
Executive King,2025-09-03,2025-09-13,1,781.24,confirmed,user_964@example.com,Early check-in
Presidential Suite,2025-11-24,2025-11-28,1,1167.87,confirmed,user_5237@example.com,None
Presidential Suite,2025-09-04,2025-09-06,4,1354.08,confirmed,user_6296@example.com,None
Presidential Suite,2025-05-19,2025-05-22,1,1197.48,confirmed,user_3978@example.com,Late checkout
Executive King,2025-03-23,2025-04-03,1,932.81,confirmed,user_8428@example.com,None
Presidential Suite,2025-02-26,2025-03-11,2,998.04,confirmed,user_5870@example.com,None
Presidential Suite,2025-10-01,2025-10-11,2,1128.06,confirmed,user_2718@example.com,Late checkout
Executive King,2025-05-15,2025-05-27,2,812.97,canceled,user_332@example.com,None
Executive King,2025-10-25,2025-11-03,1,819.9,confirmed,user_7039@example.com,None
Deluxe Suite,2025-02-03,2025-02-10,2,517.43,confirmed,user_2993@example.com,None
Presidential Suite,2025-05-27,2025-06-07,3,1023.64,confirmed,user_2018@example.com,Early check-in
Presidential Suite,2025-03-24,2025-04-05,3,1193.77,confirmed,user_1722@example.com,None
Executive King,2025-01-07,2025-01-10,1,691.08,confirmed,user_2582@example.com,None
Presidential Suite,2025-05-16,2025-05-28,1,1339.25,canceled,user_7425@example.com,None
Presidential Suite,2025-04-18,2025-04-22,4,1268.84,confirmed,user_715@example.com,None
Deluxe Suite,2025-11-26,2025-11-27,1,533.19,confirmed,user_2194@example.com,None
Presidential Suite,2025-02-25,2025-03-03,4,1043.18,confirmed,user_5385@example.com,Late checkout
Executive King,2025-09-20,2025-09-25,2,650.49,confirmed,user_2430@example.com,Early check-in
Deluxe Suite,2025-04-02,2025-04-14,1,719.84,confirmed,user_1399@example.com,None
Deluxe Suite,2025-11-28,2025-12-01,2,667.31,confirmed,user_5309@example.com,Early check-in
Executive King,2025-05-19,2025-05-28,2,543.92,canceled,user_5091@example.com,Early check-in
Presidential Suite,2025-11-14,2025-11-24,1,1369.84,confirmed,user_8462@example.com,None
Presidential Suite,2025-02-04,2025-02-12,1,1241.18,confirmed,user_176@example.com,Early check-in
Deluxe Suite,2025-03-05,2025-03-16,1,572.56,confirmed,user_3752@example.com,None
Deluxe Suite,2025-03-26,2025-04-07,2,731.9,confirmed,user_3958@example.com,None
Executive King,2025-09-28,2025-10-09,1,805.9,canceled,user_6750@example.com,None
Presidential Suite,2025-12-06,2025-12-15,1,1427.31,confirmed,user_5950@example.com,None
Presidential Suite,2025-09-01,2025-09-13,1,1314.64,confirmed,user_5116@example.com,None
Presidential Suite,2025-04-28,2025-05-04,3,1075.65,confirmed,user_7429@example.com,None
Executive King,2025-04-18,2025-04-24,2,590.6,confirmed,user_9868@example.com,None
Deluxe Suite,2025-06-14,2025-06-15,2,649.39,confirmed,user_3969@example.com,None
Presidential Suite,2025-08-01,2025-08-02,2,1281.58,confirmed,user_2394@example.com,None
Deluxe Suite,2025-11-08,2025-11-10,1,494.58,confirmed,user_3015@example.com,None
Executive King,2025-04-20,2025-04-21,1,785.86,canceled,user_893@example.com,None
Deluxe Suite,2025-10-29,2025-10-30,2,688.8,confirmed,user_483@example.com,None
Deluxe Suite,2025-10-23,2025-10-29,2,544.0,confirmed,user_5953@example.com,Early check-in
Presidential Suite,2025-07-25,2025-08-04,3,1077.29,confirmed,user_2309@example.com,None
Executive King,2025-10-01,2025-10-11,1,745.3,confirmed,user_6469@example.com,None
Presidential Suite,2025-02-13,2025-02-15,2,1058.85,confirmed,user_4888@example.com,None
Presidential Suite,2025-05-20,2025-05-27,2,991.76,confirmed,user_6378@example.com,None
Presidential Suite,2025-09-27,2025-10-01,2,1189.43,canceled,user_8255@example.com,None
Presidential Suite,2025-04-03,2025-04-15,1,1123.28,confirmed,user_3088@example.com,Late checkout
Executive King,2025-08-25,2025-08-29,2,1010.21,confirmed,user_4472@example.com,Early check-in
Deluxe Suite,2025-01-24,2025-01-28,2,417.52,confirmed,user_7207@example.com,Early check-in
Executive King,2025-09-02,2025-09-09,2,838.07,confirmed,user_7913@example.com,Early check-in
Presidential Suite,2025-02-02,2025-02-10,2,1195.7,confirmed,user_3919@example.com,None
